Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached_ontime,Product_importance_enc,WarehouseBl_le,ModeShip_le
6,4,148,4,10,5088,0,0.0,3,0
3,3,232,3,9,5016,1,0.0,4,2
3,1,139,3,3,5847,1,1.0,0,2
3,3,185,4,6,4015,0,0.0,1,2
3,2,183,3,9,4282,0,1.0,2,2
5,1,245,2,2,4882,1,1.0,4,2
3,3,159,4,9,4214,0,1.0,3,2
5,2,249,3,6,5212,0,1.0,4,2
4,5,233,2,10,5865,1,1.0,0,2
4,5,226,2,2,5881,1,2.0,1,2
5,1,152,3,6,4735,0,1.0,2,2
2,4,143,6,1,5514,0,1.0,4,2
6,2,218,6,1,4558,1,1.0,3,2
3,4,209,3,2,4976,0,1.0,4,2
2,2,157,2,9,5875,0,1.0,0,2
4,3,218,2,6,4414,1,1.0,1,2
4,3,235,3,10,4172,0,2.0,2,2
5,5,253,2,2,4364,0,1.0,4,2
3,2,211,3,7,4145,1,2.0,3,2
4,2,265,4,3,4283,1,1.0,4,2
4,2,201,3,7,5967,1,1.0,0,2
4,5,216,3,1,5167,1,1.0,1,2
2,5,176,3,4,5463,0,0.0,2,2
4,5,155,3,8,4924,0,1.0,4,2
4,4,266,2,2,4290,0,0.0,3,2
4,3,250,6,7,5115,1,1.0,4,2
5,2,205,4,6,5486,0,0.0,0,2
5,2,175,3,1,4019,0,0.0,1,2
3,2,260,4,3,4423,0,2.0,2,2
3,2,157,3,1,5398,0,2.0,4,2
5,3,282,3,5,4644,1,1.0,3,2
3,4,238,3,8,5337,1,1.0,4,2
3,4,187,2,4,5139,1,1.0,0,2
3,3,104,5,5,4643,0,0.0,1,2
5,4,230,3,1,4727,0,0.0,2,2
4,3,174,2,10,5554,0,0.0,4,2
5,3,237,2,3,5113,0,1.0,3,2
3,1,202,2,7,4506,1,1.0,4,2
3,1,204,3,4,5900,1,1.0,0,2
3,4,243,2,7,4024,0,2.0,1,2
4,1,165,2,5,5014,1,1.0,2,2
2,4,169,4,3,4968,1,0.0,4,2
2,3,197,3,7,4632,0,0.0,3,2
5,5,263,2,8,4350,0,1.0,4,2
4,1,247,2,3,4113,0,0.0,0,2
4,4,207,3,9,4314,0,0.0,1,2
4,4,155,2,9,4932,1,1.0,2,2
4,5,174,2,10,5764,0,0.0,4,2
3,2,220,3,8,4148,0,1.0,3,2
5,5,192,3,5,4942,1,1.0,4,2
5,3,231,3,2,4735,0,1.0,0,2
4,1,237,3,10,5381,0,0.0,1,2
4,1,187,3,8,5872,0,1.0,2,2
5,4,141,4,5,5444,1,2.0,4,2
4,4,272,5,3,5243,0,0.0,3,2
3,1,229,3,5,4971,1,0.0,4,2
4,2,173,2,9,4307,0,1.0,0,2
2,1,271,2,7,5875,0,0.0,1,2
4,5,246,3,7,4956,0,1.0,2,2
4,3,104,4,3,4548,0,1.0,4,2
4,4,121,5,8,4233,1,0.0,3,2
3,3,212,3,10,5935,0,1.0,4,2
3,1,139,5,5,4572,0,1.0,0,2
3,4,250,3,10,5688,0,0.0,1,2
4,4,272,2,10,4826,1,0.0,2,2
6,1,160,5,8,5982,0,1.0,4,2
5,1,170,4,4,4855,1,0.0,3,2
4,1,260,2,1,5001,1,0.0,4,2
2,1,168,3,7,4008,0,0.0,0,2
4,2,261,2,7,5764,0,1.0,1,2
5,4,117,3,4,5332,0,1.0,2,2
4,2,151,4,5,5469,0,1.0,4,2
5,1,181,2,4,5578,1,1.0,3,2
6,1,251,4,2,5656,0,0.0,4,2
2,3,178,3,8,4451,1,1.0,0,2
3,1,227,3,10,4305,1,0.0,1,2
4,3,206,4,1,4812,1,1.0,2,2
4,4,181,4,4,5767,0,0.0,4,2
4,5,117,5,1,4378,0,1.0,3,2
2,4,187,6,9,4388,0,1.0,4,2
5,3,219,4,5,4096,0,1.0,0,2
6,3,280,3,7,4620,1,0.0,1,2
6,5,178,3,5,4096,0,0.0,2,2
3,1,139,2,3,4226,0,1.0,4,2
3,5,137,2,6,5709,1,0.0,3,2
5,3,248,2,6,5863,1,0.0,4,2
3,5,259,3,10,5978,0,0.0,0,2
4,5,139,3,5,5126,0,1.0,1,2
3,5,267,2,4,4703,0,1.0,2,2
3,5,271,4,1,5852,1,1.0,4,2
5,1,181,4,4,5505,0,1.0,3,2
4,5,222,2,2,4425,0,1.0,4,2
3,5,159,2,6,5804,0,1.0,0,2
3,4,238,2,3,4930,0,1.0,1,2
5,3,256,6,5,5614,1,1.0,2,1
4,2,202,3,9,4955,0,0.0,4,1
4,1,258,3,2,4188,0,1.0,3,1
4,5,174,3,8,5576,0,1.0,4,1
4,3,270,2,7,5814,0,0.0,0,1
4,1,215,3,9,4551,0,0.0,1,1
3,1,254,4,9,4571,0,1.0,2,1
6,4,253,2,9,5972,0,0.0,4,1
3,2,269,4,1,5797,0,1.0,3,1
4,1,224,5,7,5738,0,0.0,4,1
3,1,157,3,1,4391,0,1.0,0,1
3,3,250,3,5,4625,0,0.0,1,1
6,1,132,4,5,5235,1,1.0,2,1
5,2,256,3,6,5604,1,1.0,4,1
4,2,237,3,1,5114,0,0.0,3,1
5,1,199,2,7,4660,1,1.0,4,1
3,4,186,3,7,4536,0,1.0,0,1
4,5,213,3,7,4114,0,1.0,1,1
3,1,260,2,6,4332,0,1.0,2,1
6,1,247,3,1,4637,1,0.0,4,1
4,3,178,2,9,4322,1,1.0,3,1
3,1,135,2,7,5682,0,0.0,4,1
3,3,234,3,3,4187,1,1.0,0,0
4,5,214,3,1,4004,0,2.0,1,0
4,1,174,3,8,5549,0,0.0,2,0
5,5,262,2,8,4283,0,1.0,4,0
4,1,180,3,5,4346,0,2.0,3,0
5,2,165,2,6,4819,1,1.0,4,0
4,1,150,3,10,4470,0,0.0,0,0
5,4,227,2,9,5706,1,0.0,1,0
5,1,220,3,8,5727,1,1.0,2,0
5,5,255,2,1,4604,1,1.0,4,0
3,2,202,2,5,5135,1,1.0,3,0
4,4,261,3,2,4140,0,1.0,4,0
5,3,244,2,5,4713,0,0.0,0,0
4,2,173,3,1,5128,0,1.0,1,0
3,2,224,3,1,5343,1,1.0,2,0
4,4,263,2,2,5797,1,1.0,4,0
5,1,160,5,1,4672,0,0.0,3,0
6,2,106,5,9,4038,1,0.0,4,0
3,2,227,2,9,4659,0,1.0,0,0
3,5,257,2,2,5251,1,0.0,1,0
3,1,155,3,6,5113,1,1.0,2,0
3,4,212,3,8,5214,0,0.0,4,0
6,3,205,3,10,4996,0,0.0,3,2
3,4,211,3,6,5890,0,0.0,4,2
5,4,178,5,9,4729,1,0.0,0,2
3,3,221,3,5,4568,1,2.0,1,2
3,3,253,4,9,4682,1,0.0,2,2
3,1,185,2,8,5430,1,1.0,4,2
3,3,160,2,6,5667,0,2.0,3,2
3,4,173,2,5,4402,0,0.0,4,2
3,3,256,3,8,4070,0,1.0,0,2
3,4,134,3,6,5680,0,2.0,1,2
4,5,160,6,4,4684,1,0.0,2,2
2,3,205,3,1,5137,0,0.0,4,2
4,1,202,3,4,4029,0,0.0,3,2
2,2,158,3,2,4153,0,1.0,4,2
4,3,233,3,4,5259,0,1.0,0,2
3,3,163,2,10,5364,1,2.0,1,2
4,4,202,4,4,4053,0,1.0,2,2
5,2,229,3,1,5189,1,0.0,4,2
5,4,120,4,1,4183,0,2.0,3,2
5,1,185,2,10,5973,1,1.0,4,2
2,5,154,3,1,4377,0,1.0,0,2
2,4,238,3,4,5782,1,1.0,1,2
4,2,179,3,3,5284,0,0.0,2,2
4,5,237,2,10,4963,0,1.0,4,2
4,1,234,3,8,4996,0,0.0,3,2
2,5,116,3,1,4091,1,0.0,4,2
4,5,157,4,8,4344,1,0.0,0,2
4,2,151,3,8,4390,1,1.0,1,2
3,5,160,3,1,5062,0,1.0,2,2
3,5,226,3,8,5203,1,0.0,4,2
2,5,254,3,6,5684,0,0.0,3,2
3,5,194,3,8,5726,1,0.0,4,2
5,5,194,4,4,4003,0,1.0,0,2
3,4,175,3,6,5503,0,0.0,1,2
4,1,228,2,9,4091,0,1.0,2,2
3,3,240,3,4,5056,1,0.0,4,2
2,1,166,3,8,4255,1,1.0,3,2
4,5,249,2,10,4562,0,1.0,4,2
4,1,261,3,7,4314,1,1.0,0,2
4,1,209,2,10,5066,0,0.0,1,2
3,2,154,2,4,5864,0,1.0,2,2
6,5,98,3,8,5946,0,0.0,4,2
3,5,193,3,2,4784,0,1.0,3,2
3,5,169,3,6,5397,0,0.0,4,2
5,4,227,2,3,5904,0,1.0,0,2
3,3,150,2,6,4170,1,1.0,1,2
5,4,260,6,8,5440,1,1.0,2,2
5,5,243,6,9,4587,0,1.0,4,2
2,4,271,8,10,4183,0,1.0,3,2
4,3,129,6,5,5626,0,1.0,4,2
3,2,228,3,4,4208,0,1.0,0,2
5,5,243,2,9,4669,1,0.0,1,2
2,3,187,3,6,5547,0,1.0,2,2
3,3,185,3,10,4387,0,1.0,4,2
2,1,228,3,1,5500,1,2.0,3,2
5,1,248,8,2,4023,1,0.0,4,2
4,5,233,4,6,4652,0,0.0,0,2
4,3,151,3,8,4025,1,1.0,1,2
5,2,160,3,3,4599,0,2.0,2,2
3,5,265,3,4,4268,1,1.0,4,2
3,3,229,7,4,5075,1,2.0,3,2
6,3,144,7,8,5646,1,2.0,4,2
3,5,172,10,1,4929,1,2.0,0,2
3,5,273,10,5,4608,0,1.0,1,2
3,3,182,4,7,1869,1,0.0,2,2
4,3,164,2,3,1376,0,0.0,4,2
3,1,240,3,4,5484,1,0.0,3,2
2,1,166,3,6,4280,0,1.0,4,2
4,2,249,2,7,5876,1,1.0,0,2
4,3,261,3,1,4590,0,1.0,1,2
4,5,209,2,8,4047,0,0.0,2,2
3,5,154,2,6,4744,0,1.0,4,2
6,3,98,3,8,4651,1,0.0,3,2
3,5,193,3,9,4982,0,1.0,4,2
3,1,169,3,6,4081,1,0.0,0,2
5,4,227,2,10,4734,0,1.0,1,2
3,5,150,2,10,5944,0,1.0,2,2
5,3,260,6,10,4986,0,1.0,4,2
5,4,243,6,1,4170,1,1.0,3,2
2,1,271,8,5,4924,0,1.0,4,2
4,4,129,6,7,4873,1,1.0,0,2
3,3,228,3,8,4927,0,1.0,1,2
5,3,243,2,9,4828,1,0.0,2,2
2,1,187,3,3,5922,0,1.0,4,2
3,3,185,3,4,4111,1,1.0,3,2
2,3,228,3,5,4663,0,2.0,4,2
5,2,248,8,10,4583,0,0.0,0,2
4,5,233,4,6,4705,1,0.0,1,2
4,5,151,3,10,5275,0,1.0,2,2
5,4,160,3,2,5876,0,2.0,4,2
3,4,265,3,7,5113,0,1.0,3,2
3,2,229,7,3,5584,0,2.0,4,2
6,2,144,7,1,5501,0,2.0,0,2
3,4,172,10,9,4883,0,2.0,1,1
3,3,273,10,10,5574,1,1.0,2,1
3,5,182,4,6,1272,1,0.0,4,1
4,4,164,2,9,1949,1,0.0,3,1
3,5,268,2,5,1707,0,1.0,4,1
3,3,218,4,4,1678,1,1.0,0,1
5,3,236,2,6,1329,1,1.0,1,1
3,4,188,4,2,1059,1,0.0,2,1
4,2,277,5,8,1335,0,1.0,4,1
6,1,127,3,8,5976,1,0.0,3,1
5,1,143,3,5,5146,1,0.0,4,1
6,1,192,6,7,4014,1,1.0,0,1
4,2,239,2,9,4360,0,1.0,1,1
3,5,215,3,4,4828,1,0.0,2,1
6,1,139,5,1,4243,0,1.0,4,1
3,2,250,3,4,5361,0,1.0,3,1
3,1,187,3,1,5541,0,1.0,4,1
2,1,151,3,5,5982,1,0.0,0,1
3,5,181,3,9,4191,0,1.0,1,1
4,4,170,5,5,4823,1,0.0,2,1
4,3,139,3,1,4986,0,0.0,4,1
4,4,186,2,1,4519,0,0.0,3,1
3,2,273,3,2,4948,0,1.0,4,0
6,1,274,5,8,4292,1,0.0,0,0
3,5,108,2,10,5559,1,0.0,1,0
3,5,132,3,4,4212,0,1.0,2,0
4,1,223,3,4,4972,1,1.0,4,0
3,2,240,3,2,4804,0,1.0,3,0
3,5,106,2,3,5615,0,0.0,4,0
5,4,143,5,5,4393,1,1.0,0,0
5,1,238,2,5,5441,1,1.0,1,0
2,1,156,3,3,5937,0,1.0,2,0
4,2,203,3,9,5296,1,0.0,4,0
3,4,259,4,5,4564,1,1.0,3,0
4,4,225,3,10,4486,0,0.0,4,0
4,5,154,3,9,5208,0,1.0,0,0
5,2,227,3,2,4058,1,1.0,1,0
4,3,208,2,1,5826,0,1.0,2,0
5,3,255,3,8,5983,0,1.0,4,0
4,1,218,2,7,4597,0,0.0,3,0
3,5,184,3,1,4161,0,1.0,4,0
4,1,233,2,7,4403,1,0.0,0,0
3,5,230,4,2,5916,1,1.0,1,0
4,3,249,3,5,5017,1,0.0,2,0
5,2,176,4,2,4893,0,0.0,4,2
4,2,272,4,3,5566,0,0.0,3,2
4,4,192,2,7,4151,0,0.0,4,2
6,3,100,4,3,5756,0,0.0,0,2
2,1,271,6,2,4237,1,0.0,1,2
4,5,165,3,5,4735,0,2.0,2,2
3,4,124,4,10,5011,0,1.0,4,2
4,1,193,4,4,4796,0,0.0,3,2
3,2,156,3,2,4681,0,1.0,4,2
5,3,170,3,10,4198,0,1.0,0,2
2,3,243,5,5,4750,1,1.0,1,2
3,4,163,2,7,5720,0,0.0,2,2
4,3,201,2,4,4955,1,0.0,4,2
3,5,232,3,10,5333,0,0.0,3,2
3,3,214,3,2,4964,1,1.0,4,2
3,1,149,2,7,4147,1,1.0,0,2
3,4,122,3,10,4880,0,2.0,1,2
3,3,253,4,2,5040,1,0.0,2,2
2,5,123,4,8,4042,0,1.0,4,2
4,3,261,3,2,4028,0,1.0,3,2
5,1,235,3,7,5061,0,0.0,4,2
2,3,141,4,8,4702,0,1.0,0,2
3,1,241,2,8,5602,1,0.0,1,2
4,1,253,2,9,4299,0,0.0,2,2
4,4,177,2,6,5116,0,0.0,4,2
5,4,160,3,10,5527,0,2.0,3,2
3,4,134,3,9,4436,0,0.0,4,2
5,2,258,2,4,5965,0,1.0,0,2
5,3,188,2,6,4840,0,0.0,1,2
5,2,270,3,5,5950,1,1.0,2,2
3,1,243,2,10,5460,0,1.0,4,2
2,4,100,4,3,5398,0,0.0,3,2
3,3,134,4,7,5370,1,1.0,4,2
4,2,255,3,3,4562,1,1.0,0,2
3,3,260,2,8,5382,0,0.0,1,2
5,5,265,3,6,4423,1,0.0,2,2
2,5,221,3,2,5847,0,0.0,4,2
5,4,157,4,9,4840,0,0.0,3,2
4,3,222,3,8,4861,0,0.0,4,2
5,2,179,3,7,5496,0,0.0,0,2
3,2,231,3,5,5046,0,0.0,1,2
3,5,228,2,6,5893,0,0.0,2,2
2,5,264,2,9,5898,1,0.0,4,2
4,3,170,3,2,5330,1,1.0,3,2
3,2,159,2,3,4876,0,1.0,4,2
3,3,166,3,6,5089,1,2.0,0,2
3,2,234,2,8,4012,1,1.0,1,2
6,1,215,5,5,4362,0,1.0,2,2
3,2,179,2,8,5589,0,2.0,4,2
3,3,180,3,8,5953,1,1.0,3,2
4,5,149,3,9,4953,1,0.0,4,2
3,2,150,3,1,5825,0,0.0,0,2
4,1,155,3,4,5666,0,0.0,1,2
4,5,199,2,4,4762,0,1.0,2,2
4,5,169,2,10,4248,0,0.0,4,2
6,4,276,6,8,5037,0,0.0,3,2
4,3,257,3,1,5843,0,0.0,4,2
4,3,153,2,1,4366,1,1.0,0,2
5,5,228,4,6,4946,1,0.0,1,2
4,4,133,2,4,4724,0,1.0,2,2
4,4,206,3,10,4262,0,1.0,4,2
4,5,263,5,9,5731,1,0.0,3,2
4,1,190,2,4,4501,0,1.0,4,2
4,5,175,2,4,4910,1,1.0,0,2
3,3,272,3,2,4059,1,0.0,1,2
4,1,111,4,10,4711,0,1.0,2,2
5,2,233,3,5,5756,1,0.0,4,2
5,5,235,3,4,5325,0,0.0,3,2
3,2,255,4,5,4415,0,1.0,4,2
4,3,216,2,6,4005,0,0.0,0,2
4,4,266,3,5,4641,0,1.0,1,2
4,3,200,4,7,4953,1,1.0,2,2
3,3,194,3,6,5721,1,1.0,4,2
4,2,220,3,3,5020,0,0.0,3,2
4,4,270,2,1,5148,1,0.0,4,2
3,2,168,3,2,4231,0,1.0,0,2
4,5,172,4,8,5900,1,1.0,1,2
4,5,168,3,4,4759,1,2.0,2,2
5,2,243,3,4,5415,0,0.0,4,2
3,3,181,3,1,5094,1,0.0,3,2
3,5,167,2,2,4141,0,0.0,4,2
4,2,224,3,3,5967,0,0.0,0,2
5,4,252,3,6,5221,0,1.0,1,2
4,3,266,3,8,4493,0,1.0,2,2
4,3,144,2,5,4882,0,0.0,4,2
3,5,222,3,4,5149,0,0.0,3,2
4,4,199,3,10,5002,1,0.0,4,2
3,1,214,3,2,4958,0,1.0,0,2
3,1,258,3,2,5828,1,1.0,1,2
3,5,194,4,1,5534,0,0.0,2,2
5,2,201,3,2,5132,1,0.0,4,2
3,5,243,3,5,4383,0,1.0,3,2
5,4,264,3,2,5716,0,1.0,4,2
4,5,204,3,4,5476,0,1.0,0,1
3,2,239,2,3,5099,1,0.0,1,1
5,4,168,4,5,5580,0,1.0,2,1
5,4,229,2,10,5001,0,1.0,4,1
2,4,246,2,1,5374,1,1.0,3,1
4,4,217,2,6,4029,1,0.0,4,1
4,1,166,2,6,5737,0,0.0,0,1
4,3,159,2,3,5731,1,2.0,1,1
6,5,220,3,1,5508,0,1.0,2,1
5,4,172,4,10,4659,1,1.0,4,1
3,2,262,3,2,5910,1,1.0,3,1
4,5,194,2,1,5300,1,0.0,4,1
3,1,232,2,10,4719,0,1.0,0,1
4,5,259,3,3,4741,1,1.0,1,1
4,3,259,3,1,4914,1,0.0,2,1
4,5,246,3,10,4616,1,0.0,4,1
3,4,247,2,2,5016,1,1.0,3,1
2,1,137,3,1,4539,0,0.0,4,1
2,5,273,2,5,4236,0,2.0,0,1
5,2,152,3,5,5502,1,2.0,1,1
3,1,235,4,7,4833,1,2.0,2,1
4,2,212,3,3,4555,0,0.0,4,1
5,4,286,5,3,5208,0,0.0,3,0
4,2,151,2,6,4987,0,1.0,4,0
3,3,204,3,6,5296,1,0.0,0,0
3,1,191,3,1,4705,0,0.0,1,0
3,4,221,3,1,4518,1,0.0,2,0
3,5,161,3,2,4475,0,0.0,4,0
4,1,183,4,9,5157,0,0.0,3,0
4,3,243,2,6,5892,0,0.0,4,0
5,4,194,5,8,4038,1,0.0,0,0
4,2,266,3,4,4197,1,1.0,1,0
4,3,249,4,10,4933,0,1.0,2,0
5,5,133,2,10,4398,0,0.0,4,0
4,3,244,4,10,4118,1,0.0,3,0
4,3,235,3,6,4832,1,1.0,4,0
3,1,166,2,10,5932,1,0.0,0,0
4,2,239,2,10,4028,0,0.0,1,0
4,4,141,3,7,4683,0,0.0,2,0
2,5,168,2,1,4831,0,0.0,4,0
4,2,203,3,4,5699,0,0.0,3,0
5,1,171,4,9,4418,1,1.0,4,0
3,4,120,4,10,5537,0,2.0,0,0
4,1,240,4,6,4811,0,0.0,1,0
5,4,178,6,10,5197,0,1.0,2,2
3,4,237,3,9,5514,1,2.0,4,2
3,2,169,3,3,5673,0,0.0,3,2
4,1,169,4,10,4245,0,0.0,4,2
4,4,201,2,8,5790,0,1.0,0,2
4,2,249,4,4,5418,1,1.0,1,2
5,3,101,5,1,4014,1,1.0,2,2
3,1,140,3,6,4488,1,0.0,4,2
3,2,214,3,1,5362,0,1.0,3,2
5,2,196,3,6,4257,0,1.0,4,2
3,2,204,2,7,5961,0,2.0,0,2
4,4,159,3,9,4265,1,0.0,1,2
4,3,175,4,4,5685,0,1.0,2,2
4,1,163,2,3,4099,1,0.0,4,2
6,2,271,10,2,4145,0,1.0,3,2
4,3,191,3,1,4219,0,1.0,4,2
4,5,135,3,5,4515,0,1.0,0,2
4,2,224,3,3,4511,0,1.0,1,2
3,1,142,2,5,4728,0,0.0,2,2
6,1,246,6,9,5466,1,0.0,4,2
5,5,165,4,3,4242,0,1.0,3,2
3,3,150,4,8,4357,1,1.0,4,2
3,5,170,7,7,4373,1,0.0,0,2
2,3,147,3,5,5013,0,0.0,1,2
4,2,151,3,10,5698,0,1.0,2,2
3,3,259,8,6,5939,0,2.0,4,2
4,4,211,4,8,4747,1,1.0,3,2
4,1,249,10,7,5580,1,1.0,4,2
3,2,133,3,1,5026,1,1.0,0,2
4,2,258,3,10,4643,1,2.0,1,2
3,4,253,3,8,5857,0,2.0,2,2
6,5,185,3,1,5399,1,2.0,4,2
3,4,268,2,4,1442,1,1.0,3,2
3,3,218,4,8,1883,0,1.0,4,2
3,5,140,3,9,4733,0,0.0,0,2
3,3,214,3,9,5856,0,1.0,1,2
5,4,196,3,2,5427,1,1.0,2,2
3,2,204,2,2,5526,0,2.0,4,2
4,1,159,3,4,4574,0,0.0,3,2
4,3,175,4,5,5177,1,1.0,4,2
4,4,163,2,9,4720,0,0.0,0,2
6,1,271,10,5,5459,0,1.0,1,2
4,3,191,3,6,4563,0,1.0,2,2
4,5,135,3,6,5266,1,1.0,4,2
4,3,224,3,9,5283,1,1.0,3,2
3,5,142,2,8,4914,0,0.0,4,2
6,2,246,6,1,4846,0,0.0,0,2
5,4,165,4,7,5091,1,1.0,1,2
3,5,150,4,8,4433,0,1.0,2,2
3,4,170,7,7,4957,1,0.0,4,2
2,1,147,3,3,4120,1,0.0,3,2
4,3,151,3,6,5379,1,1.0,4,2
3,2,259,8,3,4390,1,2.0,0,2
4,5,211,4,10,4004,0,1.0,1,2
4,4,249,10,2,4190,0,1.0,2,2
3,5,133,3,4,5902,0,1.0,4,2
4,3,258,3,1,4653,0,2.0,3,2
3,3,253,3,1,4263,1,2.0,4,2
6,1,185,3,8,4806,0,2.0,0,2
3,4,268,2,8,1991,1,1.0,1,2
4,1,277,5,3,1527,1,1.0,2,2
2,3,157,4,3,1203,1,0.0,4,2
5,4,132,6,8,1327,1,0.0,3,2
5,3,104,4,3,4885,1,0.0,4,2
3,4,213,2,6,5374,1,1.0,0,2
5,2,172,2,1,5112,0,2.0,1,2
5,2,168,4,10,5373,1,0.0,2,2
5,5,192,3,3,4015,1,1.0,4,2
4,1,189,2,10,4646,0,0.0,3,2
5,4,255,6,3,4638,0,0.0,4,2
5,2,152,3,2,4172,0,0.0,0,2
4,3,171,5,2,5242,1,0.0,1,2
4,3,177,3,4,4551,0,1.0,2,2
3,2,160,3,4,4683,0,0.0,4,2
4,4,233,4,3,5849,1,0.0,3,2
3,2,216,3,10,4083,0,0.0,4,2
5,3,222,3,6,4744,1,0.0,0,2
5,3,260,2,10,5633,0,0.0,1,2
5,1,239,2,5,5759,1,0.0,2,2
4,4,204,2,9,4462,0,1.0,4,2
3,3,116,5,6,4524,0,0.0,3,2
4,3,245,3,8,4826,0,0.0,4,2
4,4,280,5,3,5034,0,0.0,0,2
3,5,155,4,6,5386,0,0.0,1,2
3,2,139,5,8,4595,0,0.0,2,2
5,4,237,3,9,5401,0,2.0,4,2
2,5,211,4,1,5673,0,0.0,3,2
3,4,220,3,5,5078,0,1.0,4,2
5,1,134,2,8,5646,0,0.0,0,2
3,2,208,2,7,4582,1,0.0,1,2
5,3,198,4,2,5316,0,1.0,2,2
5,1,277,4,2,5496,0,0.0,4,2
4,3,144,3,1,5881,0,0.0,3,2
5,1,201,3,4,5166,1,0.0,4,1
3,1,201,4,9,5721,1,1.0,0,1
5,1,236,2,2,4987,1,0.0,1,1
4,5,142,2,2,5150,1,0.0,2,1
5,1,172,5,1,4730,0,1.0,4,1
4,3,217,2,2,5442,0,1.0,3,1
4,2,231,3,3,5112,0,2.0,4,1
3,1,200,2,5,4884,0,0.0,0,1
5,2,260,6,10,4087,1,2.0,1,1
2,5,216,3,2,5098,0,1.0,2,1
5,1,215,2,3,4700,0,0.0,4,1
5,3,217,3,6,4934,1,0.0,3,1
3,5,244,3,3,4652,1,0.0,4,1
4,2,221,3,10,5632,0,0.0,0,1
4,1,207,2,4,4099,0,1.0,1,1
3,3,190,3,2,4468,1,1.0,2,1
3,5,199,4,7,4520,0,0.0,4,1
6,1,246,3,7,4733,1,1.0,3,1
3,5,195,3,10,5585,0,1.0,4,1
3,2,244,3,10,4636,1,1.0,0,1
2,2,158,3,1,4149,0,2.0,1,1
4,2,254,4,4,5137,1,0.0,2,1
3,1,236,2,8,5591,0,1.0,4,0
5,1,255,4,9,4881,1,1.0,3,0
3,1,224,2,9,4007,1,0.0,4,0
2,2,204,4,5,5382,0,2.0,0,0
3,3,150,2,3,5836,0,1.0,1,0
3,3,134,2,1,5646,0,2.0,2,0
3,3,157,4,7,5974,1,0.0,4,0
3,2,257,2,1,4132,1,1.0,3,0
5,2,165,3,10,5598,0,1.0,4,0
5,4,175,4,4,4505,0,0.0,0,0
3,3,201,2,8,5032,1,1.0,1,0
3,3,175,2,2,4814,0,1.0,2,0
4,2,185,5,7,4694,1,0.0,4,0
4,3,202,3,7,5678,1,0.0,3,0
3,4,270,2,4,4681,0,0.0,4,0
5,3,175,3,7,4833,1,0.0,0,0
4,3,149,3,3,4781,1,1.0,1,0
3,1,223,3,4,4495,1,1.0,2,0
5,2,143,4,10,5400,0,0.0,4,0
3,3,203,3,7,4977,1,1.0,3,0
4,4,165,6,5,4640,1,0.0,4,0
4,3,255,6,3,4278,1,0.0,0,0
4,3,218,2,7,4423,0,0.0,1,2
4,2,193,2,1,5909,0,1.0,2,2
5,3,187,3,3,4343,0,0.0,4,2
3,4,246,3,1,4020,1,0.0,3,2
3,2,237,3,10,5851,0,1.0,4,2
3,3,269,3,5,4197,1,1.0,0,2
3,5,107,5,4,5624,0,0.0,1,2
3,3,147,3,4,5805,0,0.0,2,2
3,4,111,5,1,4102,0,1.0,4,2
3,5,197,3,2,4018,1,1.0,3,2
3,4,257,4,9,4537,0,0.0,4,2
5,4,269,2,2,5276,0,1.0,0,2
3,2,224,2,3,4405,0,1.0,1,2
3,3,262,2,10,5032,0,1.0,2,2
5,3,181,3,7,5675,1,2.0,4,2
3,5,159,3,9,4555,0,1.0,3,2
3,2,207,2,9,4671,0,0.0,4,2
3,1,238,3,5,4399,1,1.0,0,2
2,3,239,3,1,5910,0,2.0,1,2
4,5,206,2,10,4264,1,0.0,2,2
4,1,159,4,5,5420,1,0.0,4,2
3,4,207,2,10,4706,0,1.0,3,2
4,3,262,2,10,5524,1,0.0,4,2
3,3,251,2,3,5168,0,0.0,0,2
5,5,188,3,7,4485,1,0.0,1,2
5,3,254,2,4,5014,0,0.0,2,2
4,1,234,3,10,4375,0,2.0,4,2
3,5,246,3,2,5653,1,1.0,3,2
4,2,158,3,3,4527,0,0.0,4,2
4,1,220,3,4,4314,0,1.0,0,2
4,2,257,3,8,5045,1,1.0,1,2
4,4,143,2,3,5630,1,1.0,2,2
4,5,163,3,4,5863,0,2.0,4,2
3,3,171,4,8,4502,0,0.0,3,2
3,3,261,4,7,4542,1,1.0,4,2
3,4,212,3,10,4663,0,1.0,0,2
3,4,176,2,10,4920,0,0.0,1,2
4,1,257,4,5,5875,1,0.0,2,2
4,4,133,2,10,4768,1,0.0,4,2
3,2,153,3,3,5251,0,1.0,3,2
6,4,218,6,1,4625,1,1.0,4,2
4,5,164,2,9,5453,0,0.0,0,2
3,2,256,2,9,4228,1,1.0,1,2
2,2,150,2,9,4917,1,1.0,2,2
2,4,107,4,4,4451,1,2.0,4,2
6,3,219,4,6,4885,1,1.0,3,2
6,1,237,5,2,5364,0,2.0,4,2
5,1,246,2,4,5461,0,0.0,0,2
4,3,198,3,1,5846,1,1.0,1,2
4,4,176,6,5,4494,1,2.0,2,2
5,2,168,2,3,4928,0,2.0,4,2
5,2,173,4,4,5363,0,1.0,3,2
4,4,106,2,10,5173,1,0.0,4,2
3,1,171,2,7,4010,1,1.0,0,2
5,1,224,2,4,5063,0,1.0,1,2
